feature,dtype_train,dtype_test,n_train_rows,n_test_rows,n_train_nonnull,n_test_nonnull,train_nonnull_rate,test_nonnull_rate,train_missing_rate,test_missing_rate,train_nunique,test_nunique,train_is_constant,test_is_constant,train_zero_rate,test_zero_rate,train_mean,test_mean,train_std,test_std,train_min,test_min,train_max,test_max,mean_shift_sigma,abs_mean_shift_sigma,median_shift_iqr,abs_median_shift_iqr,std_ratio_test_over_train,iqr_ratio_test_over_train,ks_stat,ks_pvalue,wasserstein,psi,drift_flag,drift_reasons,drift_score,train_q01,test_q01,train_q05,test_q05,train_q25,test_q25,train_q50,test_q50,train_q75,test_q75,train_q95,test_q95,train_q99,test_q99,similarity_score
t28_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.828,0.8298,0.188,0.1845,0.43225321611625156,0.42482678561947806,0.0,0.0,3.0,3.0,-0.008097105746115732,0.008097105746115732,0.0,0.0,0.9828192591266712,0.0,0.0018,1.0,0.0035000000000000586,2.284526553783699e-05,False,,0.009919951011653569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9901774878279049
t47_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.98,0.9794,0.02,0.0208,0.1400700525437883,0.14411605373342126,0.0,0.0,1.0,2.0,0.005711427856744706,0.005711427856744706,0.0,0.0,1.0288855548714757,0.0,0.0006,1.0,0.0007999999999999119,0.0038310540761449467,False,,0.010142481932889653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.989959355126336
t17_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,66.0,237.0,False,False,0.802,0.7982,0.04214504524052782,0.04210786388745921,0.10994333230750956,0.10714689236673638,0.0,0.0,0.7819965772755713,1.068299933656359,-0.0003381865210731701,0.0003381865210731701,0.0,0.0,0.9745647154488082,0.0,0.011,0.9998662264598982,0.002474071477430319,9.820864559957846e-07,False,,0.011339168607529166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056302162855963,0.3032653298563167,0.5,0.475614712250357,0.9887879665304157
t28_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.003,0.0046,45.602,45.5472,11.478211766008908,11.516016412952975,0.0,0.0,50.0,50.0,-0.004774262848353941,0.004774262848353941,0.0,0.0,1.003293600755391,0.0,0.007,0.9999999999681007,0.11420000000000004,1.1421954464298358e-07,False,,0.011774377067898585,2.0,2.0,13.0,13.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9883626455316841
t44_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,21.0,50.0,False,False,0.001,0.0004,49.437,49.4184,4.3647545271277375,4.286394610611089,0.0,0.0,50.0,50.0,-0.0042614080320880965,0.0042614080320880965,0.0,0.0,0.982047119481609,0.0,0.0028,1.0,0.0632,0.004942026410450615,False,,0.01200343444253871,25.950000000000003,23.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.98813893902529
t14_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.004,0.0049,44.78,44.8049,12.005654323515056,12.184427849439704,0.0,0.0,50.0,50.0,0.002074022733707194,0.002074022733707194,0.0,0.0,1.0148907773875744,0.0,0.0096,0.9999947338638472,0.22829999999999992,0.001549259847243458,False,,0.013223282580950652,1.9900000000000002,2.0,13.0,12.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9869492906368403
t28_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,64.0,180.0,False,False,0.828,0.8298,0.034333968637159616,0.03496717170747797,0.09550523961193116,0.09946655385240492,0.0,0.0,0.6107370937075063,1.1504232799162104,0.006630034884835994,0.006630034884835994,0.0,0.0,1.0414774545933645,0.0,0.0065,0.9999999999994692,0.0014769868375054916,0.00022975327887408877,False,,0.013359788163710083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724519009104169,0.261022888380508,0.45241870901797976,0.475614712250357,0.9868163427049745
t27_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,64.0,198.0,False,False,0.835,0.8322,0.034528057853428225,0.03530609477614907,0.09721773639154803,0.09966911770979497,0.0,0.0,0.7987657680746933,0.9246424057480298,0.008003034750565179,0.008003034750565179,0.0,0.0,1.0252153712708214,0.0,0.0055,1.0,0.0012116560214587018,2.3491345369469464e-06,False,,0.013505383885102125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744058180470132,0.2744058180470132,0.4729625704293945,0.475614712250357,0.9866745810137373
t17_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.005,0.0037,44.73,44.6734,12.409234025075403,12.435939759413841,0.0,0.0,50.0,50.0,-0.0045611195570669,0.0045611195570669,0.0,0.0,1.002152085639087,0.0,0.0091,0.9999988682842434,0.14739999999999998,0.00016352308725511985,False,,0.013824642644322021,1.0,2.0,11.950000000000003,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9863638719529803
t8_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.797,0.7965,0.221,0.2258,0.45866040745781556,0.4709952692483922,0.0,0.0,3.0,4.0,0.01046525909352881,0.01046525909352881,0.0,0.0,1.0268932342730808,0.0,0.0042,1.0,0.0048000000000000265,1.0912306246356546e-06,False,,0.014666350324153445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9855456423488685
trend_consistency_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.138,0.1374,0.4953333333333333,0.4933333333333333,0.2952566846714508,0.29531122713518226,0.0,0.0,1.0,1.0,-0.006773767043475219,0.006773767043475219,0.0,0.0,1.0001847289682604,0.9999999999970001,0.0078,0.9999999952934345,0.003200000000000008,0.0003165964625926387,False,,0.014890363506067858,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.985328106324089
t17_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.802,0.7982,0.218,0.2234,0.4633472679219019,0.4685236295419302,0.0,0.0,3.0,4.0,0.01165432575918094,0.01165432575918094,0.0,0.0,1.0111716675102738,0.0,0.0038,1.0,0.007000000000000006,8.654544758399892e-05,False,,0.01554087120676494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9846969514990591
t15_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.785,0.7914,0.238,0.2337,0.47915090064152605,0.4813600323542398,0.0,0.0,3.0,3.0,-0.008974208321916616,0.008974208321916616,0.0,0.0,1.0046105135329004,0.0,0.0064,0.9999999999997918,0.008499999999999952,0.0002453714990713992,False,,0.015619579820988015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9846206393305837
t10_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.784,0.7933,0.237,0.2338,0.476506094460562,0.4869920698816489,0.0,0.0,3.0,3.0,-0.006715548945110319,0.006715548945110319,0.0,0.0,1.0220059628658804,0.0,0.0093,0.9999978427620098,0.015599999999999947,0.0005189621428721223,False,,0.016534511087982443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9837344321244088
t44_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.978,0.9762,0.022,0.0239,0.1467567291047928,0.1533986411749186,0.0,0.0,1.0,2.0,0.01294659544115586,0.01294659544115586,0.0,0.0,1.045257972902475,0.0,0.0018,1.0,0.0019000000000000128,0.0019719194029524513,False,,0.01671851484410831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9835563977639655
t16_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,75.0,277.0,False,False,0.802,0.7943,0.04303192749712419,0.04297649714073302,0.11155321993130304,0.10888264422057736,0.0,0.0,0.9303539882125289,1.0012861980101628,-0.0004968960683053978,0.0004968960683053978,0.0,0.0,0.976060075062411,0.0,0.0165,0.9627298665619927,0.002305339580847545,5.286011778517013e-05,False,,0.01704975618609057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31881407581088667,0.3032653298563167,0.4882321511811627,0.5,0.9832360648214237
t4_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.787,0.7914,0.237,0.2308,0.4848361228972797,0.47576674473899494,0.0,0.0,3.0,3.0,-0.01278782604509187,0.01278782604509187,0.0,0.0,0.9812939306067598,0.0,0.0044,1.0,0.006199999999999983,0.00011637517617736363,False,,0.017304201221269234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9829901408049868
t6_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,182.0,729.0,False,False,0.788,0.7958,0.047170775830067437,0.04601440118023841,0.13470345004006298,0.13453082869954622,0.0,0.0,1.0727609251513488,1.6577825472453793,-0.008584595639358282,0.008584595639358282,0.0,0.0,0.9987185083866512,0.0,0.0091,0.9999988682842434,0.0025232366499030544,0.00010596848947790501,False,,0.017790564128836187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33287108369807955,0.3240809230933678,0.7082909389331205,0.7046880897187134,0.9825204076792912
t13_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.791,0.7886,0.231,0.238,0.47314148292330366,0.48906023963495454,0.0,0.0,3.0,4.0,0.014794728960850566,0.014794728960850566,0.0,0.0,1.033644812989686,0.0,0.0034,1.0,0.007000000000000006,3.245736285004744e-05,False,,0.018227186323700614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9820990967747485
return_positive_ratio_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,5.0,5.0,False,False,0.071,0.0669,0.50375,0.502875,0.2580989200917984,0.2565483698673764,0.0,0.0,1.0,1.0,-0.0033901730378626442,0.0033901730378626442,0.0,0.0,0.9939924187793405,0.999999999998,0.0136,0.995409687695639,0.005924999999999986,0.00144634307129516,False,,0.018436516109157804,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.75,0.75,1.0,1.0,1.0,1.0,0.981897235794733
t7_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.004,0.0045,44.677,44.6114,12.235455748658378,12.49107652443431,0.0,0.0,50.0,50.0,-0.005361467635333815,0.005361467635333815,0.0,0.0,1.0208918066499435,0.0,0.012,0.9993098578647405,0.19499999999999998,0.0012602524524842054,False,,0.01862172008781802,2.0,2.0,13.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9817187089961005
t6_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.007,0.0031,44.591,44.5444,12.431261209356647,12.558519032116328,0.0,0.0,50.0,50.0,-0.003748614015520788,0.003748614015520788,0.0,0.0,1.010236919699096,0.0,0.0112,0.9998074101103259,0.24459999999999998,0.003826643809763484,False,,0.01877525782528427,1.0,2.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9815707559826663
t15_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,182.0,728.0,False,False,0.785,0.7914,0.04299790529489515,0.042758515930598165,0.1169739468651964,0.12330182425705828,0.0,0.0,0.9048374180359595,1.3317361403946384,-0.0020465186540283157,0.0020465186540283157,0.0,0.0,1.0540964681485885,0.0,0.0168,0.9565217674970035,0.0030628670115427463,0.00027135263934194114,False,,0.019117871293370257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.2784634791365931,0.6001970974302602,0.6531020951140768,0.9812407653404139
t31_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.004,0.0039,45.754,45.6255,11.192978458246346,11.383936452339986,0.0,0.0,50.0,50.0,-0.011480411624067093,0.011480411624067093,0.0,0.0,1.0170605165376636,0.0,0.0081,0.9999999788421341,0.1371,1.1106176174911543e-07,False,,0.01958052268582884,2.99,2.0,15.950000000000003,13.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9807955112419676
t21_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.001,0.003,44.865,44.7286,12.111707908815688,12.354732129050717,0.0,0.0,50.0,50.0,-0.011261830373296058,0.011261830373296058,0.0,0.0,1.020065231267435,0.0,0.0085,0.9999998768358633,0.17,2.1836352504702994e-05,False,,0.01978366672580076,3.0,2.0,11.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9806001337623698
total_headlines_last10,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,8.0,9.0,False,False,0.134,0.1472,1.95,1.946,1.3818138114121632,1.4102775926351623,0.0,0.0,7.0,8.0,-0.002894745997587949,0.002894745997587949,0.0,0.0,1.0205988541921502,0.9999999999995,0.0132,0.9969467896317533,0.0388,0.0038290603154385395,False,,0.01992380631302649,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,6.0,6.0,0.9804653973270316
t18_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.795,0.7971,0.232,0.2245,0.48415948860929126,0.4670348618210589,0.0,0.0,3.0,3.0,-0.015490763222523338,0.015490763222523338,0.0,0.0,0.9646301948178563,0.0,0.0048,1.0,0.007500000000000062,2.716299408098779e-05,False,,0.020317926216604325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9800866713261187
t31_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,63.0,184.0,False,False,0.837,0.8306,0.03332212154649406,0.03442036998692551,0.0969195467191081,0.09799057043156754,0.0,0.0,0.8827726972305087,1.1805981613678573,0.01133154742874582,0.01133154742874582,0.0,0.0,1.0110506471367682,0.0,0.0091,0.9999988682842434,0.001531647574012764,1.050612881796662e-05,False,,0.02044205355756379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23678874514676668,0.261022888380508,0.475614712250357,0.475614712250357,0.9799674528442877
t48_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,3.0,False,False,0.978,0.9743,0.024,0.0259,0.16568479547457413,0.16009919792215555,0.0,0.0,2.0,2.0,0.011467557988929069,0.011467557988929069,0.0,0.0,0.9662878085017642,0.0,0.0037,1.0,0.005499999999999949,0.005494881650479453,False,,0.020662439639408524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.979755853809308
t22_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.008,0.0042,44.463,44.423,12.859860302779612,12.562836203873253,0.0,0.0,50.0,50.0,-0.0031104536953134847,0.0031104536953134847,0.0,0.0,0.9769030073489107,0.0,0.0141,0.9927293613928884,0.32419999999999993,0.0037438888860064066,False,,0.02095434258131989,1.0,2.0,10.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9794757300034199
max_amplitude_all,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,10.0,11.0,False,False,0.0,0.0,0.6517485416666666,0.6498973124999999,0.18769620829754183,0.18594374384059006,0.06770833333333333,0.03333333333333333,1.0,1.0,-0.009862901245837644,0.009862901245837644,0.0,0.0,0.990663293234116,0.9999999999966668,0.0088,0.9999996047548504,0.002542895833333346,0.002662363306081922,False,,0.02132526455191957,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,1.0,1.0,1.0,1.0,0.9791200068263508
unique_templates_last10,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,7.0,9.0,False,False,0.134,0.1472,1.864,1.869,1.30736881300313,1.335746016929182,0.0,0.0,6.0,8.0,0.0038244755039786144,0.0038244755039786144,0.0,0.0,1.0217055842565537,0.9999999999995,0.0132,0.9969467896317533,0.04339999999999994,0.004560988482642086,False,,0.0215854639866207,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,0.9788706234108052
t48_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,22.0,53.0,False,False,0.978,0.9743,0.00460813605869205,0.004958683305055572,0.036354886217415776,0.037181695314816396,0.0,0.0,0.4729571339543155,0.5105890944175205,0.009642369508667323,0.009642369508667323,0.0,0.0,1.0227427227094936,0.0,0.0041,1.0,0.0006424054134824481,0.00807226202231182,False,,0.021814631530979144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22477967000172963,0.1933705117272506,0.9786510871367203
t25_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.003,0.0042,45.714,45.6034,11.432362087639756,11.418552744313853,0.0,0.0,50.0,50.0,-0.009674291205276376,0.009674291205276376,0.0,0.0,0.9987920831039955,0.0,0.0126,0.9984667423255065,0.1906,1.0260875404358608e-06,False,,0.022275317292816812,2.0,2.0,13.0,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9782100605228286
return_skew_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.006455936527267659,0.007164140079049228,0.35077311228926417,0.34180028266787776,-1.2031567860995311,-1.7892907362514623,1.3774433886923423,1.7077765769991144,0.0020189790122668587,0.0020189790122668587,-0.0016877323316601472,0.0016877323316601472,0.97441984773633,0.9663769077795196,0.0144,0.9906428401381207,0.008797930670146104,0.004186552081706483,False,,0.022293263425633487,-0.827732166413909,-0.808114050664622,-0.5570078426296937,-0.545187029899601,-0.21793700333851496,-0.21522454760675808,0.007455882898195921,0.006679072976620104,0.24233143319135594,0.229568240836459,0.5668377389131954,0.5576781950209238,0.8303856629844735,0.8119097192118999,0.9781928882609181
t13_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,70.0,275.0,False,False,0.791,0.7886,0.04339005253321156,0.04436065683688248,0.11069602715599393,0.11095455709343433,0.0,0.0,0.846023822591216,1.1107370937075063,0.008768194564872399,0.008768194564872399,0.0,0.0,1.0023354942637077,0.0,0.0135,0.9958399510072623,0.0019309495844639975,8.681111263658805e-05,False,,0.022355005677508987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3038445588607261,0.3116518736400736,0.5,0.48055062647761326,0.9781338130557746
t5_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.002,0.0051,44.574,44.4322,12.302189555841995,12.677873481290177,0.0,0.0,50.0,50.0,-0.01152640343869906,0.01152640343869906,0.0,0.0,1.0305379724269286,0.0,0.011,0.9998662264598982,0.2096,3.2671679590795306e-05,False,,0.022559075118289855,2.0,2.0,12.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9779386094483782
t16_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.802,0.7943,0.225,0.2321,0.4822941090326603,0.48420350608347557,0.0,0.0,3.0,3.0,0.014721307739432647,0.014721307739432647,0.0,0.0,1.0039589889531122,0.0,0.0077,0.9999999972585762,0.008299999999999974,0.00036805345647689266,False,,0.02278936119590954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9777184217390932
